video_id,title,description,channel,query_used,label,text_combined
YieSL-wpnLM,Peppa Pig Full Episodes | Pottery | Cartoons for Children,More Peppa Pig Episodes: https://www.youtube.com/playlist?list=PLFEgnf4tmQe_L3xlmtFwX8Qm5czqwCcVi #Peppa #PeppaPig ...,George Pig - Official Channel,children cartoon episodes,Educational,peppa pig full episodes pottery cartoons for children more peppa pig episodes peppa peppapig
ayKCzl5xRh4,🦖🦕 Your friend Tyrannosaurus Rex + More! | Dinosaur Cartoon | Pinkfong Dinosaurs for Kids,Rawrrr!! Hello friends. It's Tyrannosaurus Rex! Let me introduce my friends to you. Follow me! You're watching 'My friend ...,Dinolings : Pinkfong Dinosaur for Kids,children cartoon episodes,Educational,your friend tyrannosaurus rex more dinosaur cartoon pinkfong dinosaurs for kids rawrrr hello friends it s tyrannosaurus rex let me introduce my friends to you follow me you re watching my friend
s-S7ILkIOxg,🚓 Police Car Songs! Heroes in Action! 🚨 #appmink #nurseryrhymes #kidssong #cartoon #kids,Join us as we celebrate the bravery and heroism of police officers while singing along to fun tunes   Subscribe to appMink for ...,appMink,children cartoon episodes,Educational,police car songs heroes in action appmink nurseryrhymes kidssong cartoon kids join us as we celebrate the bravery and heroism of police officers while singing along to fun tunes subscribe to appmink for
83WgsAXAFDw,Take My Fish Friend Home | Fun Story | Safety  Rules for Kids | Sheriff Labrador,Subscribe for new videos every week! https://www.youtube.com/channel/UCXIvAXVdbUDzIFhVwB9RR-g?sub_confirmation=1 ...,Sheriff Labrador - Kids Cartoon,children cartoon episodes,Educational,take my fish friend home fun story safety rules for kids sheriff labrador subscribe for new videos every week
_0Qs19OZnIU,🔴LIVE | Dodo&#39;s Football Training | Good Habits | Useful Story | Kids Cartoon | Sheriff Labrador,Subscribe for new videos every week! https://www.youtube.com/channel/UCXIvAXVdbUDzIFhVwB9RR-g?sub_confirmation=1 ...,Sheriff Labrador - Kids Cartoon,children cartoon episodes,Educational,live dodo 39 s football training good habits useful story kids cartoon sheriff labrador subscribe for new videos every week
wOsT8asqSOs,Strange Sound Underground | Police Cartoon | Cartoon for Kids | Sheriff Labrador,Subscribe for new videos every week! https://www.youtube.com/channel/UCXIvAXVdbUDzIFhVwB9RR-g?sub_confirmation=1 ...,Sheriff Labrador - Kids Cartoon,children cartoon episodes,Educational,strange sound underground police cartoon cartoon for kids sheriff labrador subscribe for new videos every week
LMuBxwVy3HM,Peppa Pig Full Episodes | Pottery | Cartoons for Children,More Peppa Pig Episodes: https://www.youtube.com/playlist?list=PLFEgnf4tmQe_L3xlmtFwX8Qm5czqwCcVi #Peppa #PeppaPig ...,George Pig - Official Channel,children cartoon episodes,Educational,peppa pig full episodes pottery cartoons for children more peppa pig episodes peppa peppapig
CPtEov5PeLU,Mommy Is My Hero | Kids Cartoons and Nursery Rhymes,KidsCartoons #NurseryRhymes #SingAlongs (  ) Subscribe to Little Angel for New Videos ...,Kids Cartoons and Nursery Rhymes - Little Angel,children cartoon episodes,Educational,mommy is my hero kids cartoons and nursery rhymes kidscartoons nurseryrhymes singalongs subscribe to little angel for new videos
IoJ1sbZ_IZc,Peter Rabbit - The Great Pumpkin Theft | Cartoons for Kids,Subscribe For More Adventures: http://goo.gl/n6oFhZ There is a huge pumpkin in Mr McGregor's garden and Peter and his friends ...,Peter Rabbit,children cartoon episodes,Educational,peter rabbit the great pumpkin theft cartoons for kids subscribe for more adventures there is a huge pumpkin in mr mcgregor s garden and peter and his friends
aSLFDNmgeyQ,Let&#39;s Share the Pizza | Sharing is Caring | Good Manners | Nursery Rhymes &amp; Kids Songs | BabyBus,BabyBus Viewer Feedback Survey: https://forms.gle/AqmeRbBk6k4dARMt7 Sharing makes us happy! One for each of us!,BabyBus - Kids Songs and Cartoons,children cartoon episodes,Educational,let 39 s share the pizza sharing is caring good manners nursery rhymes amp kids songs babybus babybus viewer feedback survey sharing makes us happy one for each of us
fKigjAnJrjg,The Magic Magnet | Funny Stories | Safety Rules for Kids | Sheriff Labrador,Subscribe for new videos every week! https://www.youtube.com/channel/UCXIvAXVdbUDzIFhVwB9RR-g?sub_confirmation=1 ...,Sheriff Labrador - Kids Cartoon,children cartoon episodes,Educational,the magic magnet funny stories safety rules for kids sheriff labrador subscribe for new videos every week
xfLYZeLV3go,The Egg&#39;s Adventure | Educational Cartoons for Kids | Police Rescue | Sheriff Labrador,Subscribe for new videos every week! https://www.youtube.com/channel/UCXIvAXVdbUDzIFhVwB9RR-g?sub_confirmation=1 ...,Sheriff Labrador - Kids Cartoon,children cartoon episodes,Educational,the egg 39 s adventure educational cartoons for kids police rescue sheriff labrador subscribe for new videos every week
T_aH__L2YsE,"Construction Trucks, Where Are You? | Excavator, Crane Truck | Nursery Rhyme &amp; Kids Songs | BabyBus","Construction trucks, where are you? We need your help. Let's learn about different construction trucks and their functions together!",BabyBus - Kids Songs and Cartoons,children cartoon episodes,Educational,construction trucks where are you excavator crane truck nursery rhyme amp kids songs babybus construction trucks where are you we need your help let s learn about different construction trucks and their functions together
OzF-Up-VIKs,Loose Tooth Adventure | Cute Bear Song for Kids | Koka TV #childrensongs #toddlersongs #singalong,Loose Tooth Song – Funny Bear Adventure for Kids! Subscribe For New Kids Songs Every Week ...,Koka TV Nursery Rhymes,children cartoon episodes,Educational,loose tooth adventure cute bear song for kids koka tv childrensongs toddlersongs singalong loose tooth song funny bear adventure for kids subscribe for new kids songs every week
ypsdcy_IPkk,"Mosquito, Go Away! | Safety Rules | Useful Story | Sheriff Labrador | Kids Cartoon | BabyBus",BabyBus Viewer Feedback Survey: https://forms.gle/AqmeRbBk6k4dARMt7 Subscribe for new videos every week!,BabyBus - Kids Songs and Cartoons,children cartoon episodes,Educational,mosquito go away safety rules useful story sheriff labrador kids cartoon babybus babybus viewer feedback survey subscribe for new videos every week
FTHtY7AYnkI,Don&#39;t Wander Off Alone | Safety Rules for Kids | Kids Cartoon | Sheriff Labrador | BabyBus,Subscribe for new videos every week! https://www.youtube.com/channel/UCpYye8D5fFMUPf9nSfgd4bA?sub_confirmation=1 ...,BabyBus - Kids Songs and Cartoons,children cartoon episodes,Educational,don 39 t wander off alone safety rules for kids kids cartoon sheriff labrador babybus subscribe for new videos every week
6r3Eqtl3nDM,Colourful Math For Kids! | Numberblocks 1 Hour Compilation | 123 - Numbers Cartoon For Kids,"Numberblocks come in many different colours, but what would happen if they changed colours? Find out what happens when the ...",Numberblocks,children cartoon episodes,Educational,colourful math for kids numberblocks 1 hour compilation 123 numbers cartoon for kids numberblocks come in many different colours but what would happen if they changed colours find out what happens when the
8N0KG-1o1tw,"Excavator, Loader, Crane Truck | Construction Trucks | Nursery Rhymes &amp; Kids Songs | Yes! Neo","Interesting construction trucks song for kids. Excavator, loader, crane truck, dump truck and more! Lyrics: It has a long and ...",Yes! Neo – Kids Songs and Cartoons,children cartoon episodes,Educational,excavator loader crane truck construction trucks nursery rhymes amp kids songs yes neo interesting construction trucks song for kids excavator loader crane truck dump truck and more lyrics it has a long and
iKJ7rnFRvrA,Sharing is Caring | Kids Learn How to Share | Good Habits | Police Cartoon | Sheriff Labrador,Subscribe for new videos every week! https://www.youtube.com/channel/UCXIvAXVdbUDzIFhVwB9RR-g?sub_confirmation=1 ...,Sheriff Labrador - Kids Cartoon,children cartoon episodes,Educational,sharing is caring kids learn how to share good habits police cartoon sheriff labrador subscribe for new videos every week
pkD3Q2bpsqs,Swap Day | Kid Pretends to Be an Adult | Fun Adventure | Kids Cartoon | Sheriff Labrador,Subscribe for new videos every week! https://www.youtube.com/channel/UCXIvAXVdbUDzIFhVwB9RR-g?sub_confirmation=1 ...,Sheriff Labrador - Kids Cartoon,children cartoon episodes,Educational,swap day kid pretends to be an adult fun adventure kids cartoon sheriff labrador subscribe for new videos every week
H7AHWRLpHPk,Mysterious Vibration | 🌊 WaterCity Mystery | Kids Cartoon | Safety Rules | Sheriff Labrador,Subscribe for new videos every week! https://www.youtube.com/channel/UCXIvAXVdbUDzIFhVwB9RR-g?sub_confirmation=1 ...,Sheriff Labrador - Kids Cartoon,children cartoon episodes,Educational,mysterious vibration watercity mystery kids cartoon safety rules sheriff labrador subscribe for new videos every week
I1J7Y-8dG_Y,Paw Patrol - Ghost Time | Cartoons for Kids | WildBrain Wonder,SUBSCRIBE to WildBrain Wonder: https://www.youtube.com/channel/UC101W1POVf_3n2BDQ66QFwg?sub_confirmation=1 ...,WildBrain Learning Lab,children cartoon episodes,Educational,paw patrol ghost time cartoons for kids wildbrain wonder subscribe to wildbrain wonder
8dghmIlmzBA,Video Call | Fun Story for Kids | Police Cartoon | Sheriff Labrador,Subscribe for new videos every week! https://www.youtube.com/channel/UCXIvAXVdbUDzIFhVwB9RR-g?sub_confirmation=1 ...,Sheriff Labrador - Kids Cartoon,children cartoon episodes,Educational,video call fun story for kids police cartoon sheriff labrador subscribe for new videos every week
dxG9cvaoJ4I,Stay Away from Dangerous Toys | Safety Rules | Sheriff Labrador | Kids Cartoon | BabyBus,Subscribe for new videos every week! https://www.youtube.com/channel/UCpYye8D5fFMUPf9nSfgd4bA?sub_confirmation=1 ...,BabyBus - Kids Songs and Cartoons,children cartoon episodes,Educational,stay away from dangerous toys safety rules sheriff labrador kids cartoon babybus subscribe for new videos every week
IeOcpoT1Vto,Deep Sea Express | Fun Story for Kids | 🌊 WaterCity Mystery | Cartoon | Sheriff Labrador,Subscribe for new videos every week! https://www.youtube.com/channel/UCXIvAXVdbUDzIFhVwB9RR-g?sub_confirmation=1 ...,Sheriff Labrador - Kids Cartoon,children cartoon episodes,Educational,deep sea express fun story for kids watercity mystery cartoon sheriff labrador subscribe for new videos every week
